Id,MSSubClass,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,OpenPorchSF,EnclosedPorch,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleType,SalePrice
426,house_2floor,18.288,313.8263,Pave,Reg,HLS,AllPub,Inside,Gtl,Chigovka,Norm,1Fam,2Story,7,8,1946,1992,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,60.4799,60.4799,GasA,Gd,Y,SBrkr,65.6824,63.3598,0.0,129.0423,1,1,3,1,TA,6,Typ,2,Gd,Detchd,Unf,1,22.2967,TA,TA,P,0.0,11.7058,0.0,,,9,2009,WD,4282200.0
427,multi_level house,,1189.1584,Pave,Reg,Low,AllPub,Inside,Mod,Daryino,Norm,1Fam,SLvl,7,5,1989,1989,CompShg,Wd Sdng,Wd Sdng,BrkFace,13.4709,Gd,TA,PConc,Gd,TA,Gd,GLQ,0.0,141.0268,GasA,Gd,Y,SBrkr,152.7325,0.0,0.0,152.7325,2,0,2,1,Gd,5,Typ,1,TA,Attchd,Fin,2,52.8618,TA,TA,Y,0.0,0.0,0.0,,,8,2009,WD,8723000.0
428,house_1floor,23.4696,798.3155,Pave,IR1,Lvl,AllPub,Inside,Gtl,Alpika,Norm,1Fam,1Story,4,6,1957,1957,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,57.507,84.263,GasA,Ex,Y,SBrkr,84.263,0.0,0.0,84.263,1,0,3,1,TA,5,Typ,0,,Detchd,Unf,1,32.7019,TA,TA,Y,0.0,0.0,0.0,,,7,2008,WD,2711028.96
429,house_1floor,19.5072,628.2101,Pave,Reg,Lvl,AllPub,Inside,Gtl,Koltsovo,Norm,1Fam,1Story,7,5,2007,2007,CompShg,VinylSd,VinylSd,BrkFace,10.0335,Gd,TA,PConc,Gd,TA,No,GLQ,50.5392,112.2268,GasA,Ex,Y,SBrkr,112.2268,0.0,0.0,112.2268,2,0,2,1,Gd,6,Typ,0,,Attchd,RFn,2,58.3431,TA,TA,Y,5.0168,0.0,0.0,,,9,2007,New,4992470.0
430,house_1floor,39.624,1064.3897,Pave,IR1,Lvl,AllPub,Corner,Gtl,Shi,Norm,1Fam,1Story,6,5,1988,1988,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,35.9535,129.321,GasA,TA,Y,SBrkr,131.179,0.0,0.0,131.179,2,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2,53.5121,TA,TA,Y,0.0,15.7006,0.0,,,3,2009,WD,5551000.0
431,cottage_settlem,6.4008,156.077,Pave,Reg,Lvl,AllPub,Inside,Gtl,Lesnoy,Norm,Twnhs,2Story,6,5,1971,1971,CompShg,HdBoard,HdBoard,BrkFace,21.5535,TA,TA,CBlock,TA,TA,No,ALQ,8.9187,44.8721,GasA,TA,Y,SBrkr,44.8721,46.8231,0.0,91.6953,1,1,2,1,TA,4,Typ,0,,Detchd,Unf,1,24.5264,TA,TA,Y,0.0,0.0,0.0,,,7,2008,COD,2123898.0
432,house_1floor_attic,18.288,518.9562,Pave,IR1,Bnk,AllPub,Inside,Gtl,Chigovka,Feedr,1Fam,1.5Fin,6,7,1920,1998,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,83.7056,83.7056,GasA,Gd,Y,SBrkr,101.0785,10.2193,0.0,111.2978,1,0,4,1,TA,7,Typ,0,,,,0,0.0,,,N,9.1045,0.0,0.0,,MnPrv,9,2008,ConLD,1987113.0
433,cottage_settlem,7.3152,178.3738,Pave,Reg,Lvl,AllPub,Inside,Gtl,Lesnoy,Norm,TwnhsE,2Story,5,5,1971,1971,CompShg,HdBoard,HdBoard,BrkFace,34.9315,TA,TA,CBlock,TA,TA,No,ALQ,27.3135,71.0708,GasA,Ex,Y,SBrkr,71.0708,55.7418,0.0,126.8126,1,1,2,1,TA,6,Min1,0,,Detchd,Unf,2,40.8773,TA,TA,Y,3.3445,0.0,0.0,,,8,2007,WD,3129875.0
434,house_2floor,30.48,1006.9756,Pave,IR1,Lvl,AllPub,Corner,Gtl,Darvina,Norm,1Fam,2Story,6,5,1997,1998,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,86.0282,86.0282,GasA,Ex,Y,SBrkr,86.0282,62.9882,0.0,149.0164,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,43.6644,TA,TA,Y,3.3445,0.0,0.0,,,7,2008,WD,4501470.0
435,multi_level house,6.4008,175.5867,Pave,Reg,Lvl,AllPub,Inside,Gtl,Panorama,Norm,Twnhs,SFoyer,4,7,1972,1972,CompShg,CemntBd,CmentBd,,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,12.5419,58.5289,GasA,Gd,Y,SBrkr,58.5289,0.0,0.0,58.5289,1,0,1,1,TA,3,Typ,0,,,,0,0.0,,,Y,0.0,0.0,0.0,,,6,2008,WD,2014470.0
436,house_2floor,13.1064,990.9963,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Koltsovo,PosN,1Fam,2Story,7,6,1996,1996,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,6.5032,74.2295,GasA,Ex,Y,SBrkr,76.8308,77.4811,0.0,154.3119,2,1,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2,51.0966,TA,TA,Y,5.6671,0.0,0.0,,,4,2009,ConLw,6724640.0
437,house_1floor_attic,12.192,408.7732,Pave,Reg,Lvl,AllPub,Inside,Gtl,Chigovka,Norm,1Fam,1.5Fin,6,8,1920,1950,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,60.2011,60.2011,GasA,TA,Y,FuseA,68.1908,35.6748,0.0,103.8656,1,0,2,1,TA,6,Typ,0,,Detchd,Unf,2,40.8773,TA,TA,Y,0.0,0.0,0.0,,,10,2006,WD,3152880.0
438,house_1floor_attic,15.24,557.418,Pave,Reg,Lvl,AllPub,Inside,Gtl,Olimpysky,Norm,1Fam,1.5Unf,6,7,1926,2004,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,PConc,TA,TA,No,Unf,82.1263,82.1263,GasA,Gd,Y,SBrkr,83.9843,0.0,0.0,83.9843,1,0,2,1,TA,4,Typ,0,,Detchd,Unf,1,16.7225,TA,TA,Y,0.0,9.7548,0.0,,,1,2009,WD,3774680.0
439,house_1floor,12.192,397.6248,Pave,Reg,Lvl,AllPub,Inside,Gtl,Leskovo,Norm,1Fam,1Story,5,6,1913,2002,CompShg,WdShing,Stucco,,0.0,TA,TA,PConc,TA,TA,No,LwQ,6.9677,40.8773,GasA,TA,N,SBrkr,64.4747,0.0,0.0,64.4747,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,Unf,1,32.7019,Gd,TA,P,0.0,3.1587,0.0,,MnPrv,3,2007,WD,2308442.5
440,house_1floor_attic,20.4216,1147.7237,Pave,Reg,Lvl,AllPub,Corner,Gtl,Pervozvanny,Norm,1Fam,1.5Fin,6,8,1920,2000,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,63.5457,63.5457,GasA,Gd,Y,SBrkr,63.5457,47.5663,0.0,111.112,1,0,3,1,Gd,7,Typ,0,,Detchd,Unf,2,49.0528,TA,TA,Y,4.2735,0.0,0.0,,GdPrv,8,2009,ConLI,3489200.0
441,house_1floor,32.004,1433.5862,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gardarika,Norm,1Fam,1Story,10,5,2008,2008,CompShg,VinylSd,VinylSd,Stone,18.5806,Ex,TA,PConc,Ex,TA,Gd,GLQ,73.2076,287.4419,GasA,Ex,Y,SBrkr,223.153,0.0,0.0,223.153,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,Fin,3,62.4308,TA,TA,Y,6.689,0.0,0.0,,,4,2009,WD,17604600.0
442,duplex_united,28.0416,1124.8695,Pave,Reg,Lvl,AllPub,Inside,Gtl,Pervozvanny,Norm,Duplex,1Story,4,4,1955,1955,CompShg,VinylSd,VinylSd,BrkFace,25.0838,TA,TA,CBlock,TA,TA,No,ALQ,121.4242,133.7803,GasA,TA,N,FuseF,133.7803,0.0,0.0,133.7803,2,0,4,2,Fa,8,Typ,0,,,,0,0.0,,,Y,0.0,0.0,0.0,,,9,2008,WD,2934660.0
443,house_1floor_attic,15.8496,579.7147,Pave,Reg,Lvl,AllPub,Inside,Gtl,Olimpysky,Norm,1Fam,1.5Fin,5,7,1930,1992,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,100.1494,100.1494,GasA,TA,Y,SBrkr,104.7946,41.3418,0.0,146.1364,2,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2,33.4451,TA,TA,P,0.0,0.0,0.0,,,6,2008,WD,4051323.0
444,cottage_settlem,16.1544,364.3656,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gardarika,Norm,TwnhsE,1Story,7,5,2006,2007,CompShg,WdShing,Wd Shng,BrkFace,6.689,Gd,TA,PConc,Ex,TA,Av,Unf,116.872,116.872,GasA,Ex,Y,SBrkr,116.872,0.0,0.0,116.872,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,3,60.2011,TA,TA,Y,1.4864,0.0,0.0,,,6,2007,New,4407375.0
445,house_2floor,21.336,812.9013,Pave,Reg,Lvl,AllPub,Inside,Gtl,Koltsovo,Norm,1Fam,2Story,7,5,1994,1995,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,25.3625,85.0062,GasA,Ex,Y,SBrkr,86.6785,90.5804,0.0,177.2589,2,1,4,1,Gd,8,Typ,1,TA,Attchd,Unf,2,45.8012,TA,TA,Y,12.3561,0.0,0.0,,,7,2008,WD,5222700.0
446,house_1floor,22.2504,915.5591,Pave,Reg,Lvl,AllPub,Corner,Gtl,Pervozvanny,Norm,1Fam,1Story,6,5,1956,1956,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,133.4087,133.4087,GasA,Fa,Y,SBrkr,156.9132,0.0,0.0,156.9132,1,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,2,44.5934,TA,TA,Y,0.0,0.0,0.0,,MnPrv,11,2009,COD,4044300.0
447,house_1floor,41.7576,1532.1563,Pave,IR1,Lvl,AllPub,Corner,Gtl,Alpika,PosA,1Fam,1Story,6,6,1966,2002,CompShg,BrkFace,Plywood,,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,51.747,140.9339,GasA,Ex,Y,SBrkr,175.4009,0.0,0.0,175.4009,2,1,2,1,Gd,6,Mod,1,Gd,Attchd,Fin,2,53.6979,TA,TA,Y,0.0,0.0,0.0,,,6,2010,WD,5770300.0
448,house_2floor,,1041.8142,Pave,IR1,Lvl,AllPub,Corner,Gtl,Darvina,Norm,1Fam,2Story,7,5,1998,1999,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,86.3998,86.3998,GasA,Gd,Y,SBrkr,88.8153,86.3998,0.0,175.2151,2,1,4,1,Gd,10,Typ,1,TA,Attchd,Fin,2,40.0412,TA,TA,Y,0.0,0.0,0.0,,,7,2006,WD,5433282.0
449,house_1floor_attic,15.24,798.9658,Pave,Reg,Bnk,AllPub,Inside,Gtl,LesPolyana,Norm,1Fam,1.5Fin,6,6,1937,1950,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,72.4643,72.4643,GasA,TA,Y,SBrkr,72.4643,55.3702,0.0,127.8345,2,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,18.3948,TA,TA,N,0.0,0.0,0.0,,,6,2006,WD,3248010.0
450,house_1floor_attic,15.24,557.418,Pave,Reg,Lvl,AllPub,Inside,Gtl,Chigovka,Norm,1Fam,1.5Fin,3,7,1948,2002,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,29.5432,60.294,GasA,Ex,Y,SBrkr,63.0811,46.8231,0.0,109.9042,1,1,2,1,TA,6,Typ,0,,Detchd,Unf,1,28.6141,TA,TA,Y,16.3509,0.0,0.0,,,6,2007,WD,3066000.0
451,house_1floor,21.336,528.0607,Pave,Reg,Lvl,AllPub,Inside,Gtl,Chigovka,Norm,1Fam,1Story,6,8,1930,2005,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,75.5301,75.5301,GasA,Ex,Y,FuseA,75.5301,0.0,0.0,75.5301,1,0,2,1,Gd,5,Typ,0,,Detchd,Unf,1,25.0838,Fa,Fa,N,10.498,0.0,0.0,,,6,2006,WD,2989800.0
452,house_1floor,18.8976,6573.9092,Pave,IR1,Low,AllPub,Inside,Mod,Korolenko,Norm,1Fam,1Story,7,5,1975,1975,WdShngl,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,81.5688,142.4203,GasA,TA,Y,SBrkr,142.4203,0.0,0.0,142.4203,2,0,2,1,Gd,5,Typ,2,TA,Attchd,Unf,2,53.5121,TA,TA,Y,5.0168,0.0,0.0,,,12,2006,WD,7610400.0
453,house_2floor,,864.2766,Pave,IR1,Lvl,AllPub,Corner,Gtl,Shi,Norm,1Fam,2Story,6,5,1996,1997,CompShg,VinylSd,VinylSd,BrkFace,3.9019,Gd,TA,PConc,Ex,TA,No,ALQ,12.0774,81.0114,GasA,Ex,Y,SBrkr,82.4979,80.6398,0.0,163.1377,2,1,3,1,TA,7,Typ,0,,Attchd,Fin,2,39.2051,TA,TA,Y,11.3342,0.0,0.0,,,7,2007,WD,5212200.0
454,house_2floor,22.86,836.127,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somovo,Norm,1Fam,2Story,8,5,2008,2008,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,71.3495,71.3495,GasA,Ex,Y,SBrkr,73.0218,74.694,0.0,147.7158,2,1,3,1,Gd,6,Typ,0,,Attchd,RFn,2,62.8024,TA,TA,Y,2.7871,0.0,0.0,,,6,2009,WD,6661200.0
455,duplex_united,19.2024,863.7192,Pave,Reg,Lvl,AllPub,Inside,Gtl,Petrovskie_ozera,Norm,Duplex,1Story,5,5,1976,1976,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,11.3342,160.5364,GasA,TA,Y,SBrkr,160.5364,0.0,0.0,160.5364,2,0,4,2,TA,8,Typ,0,,Detchd,Unf,2,52.0257,TA,TA,Y,0.0,0.0,0.0,,,7,2006,WD,5109840.0
456,house_1floor,24.384,891.8688,Pave,Reg,Lvl,AllPub,Inside,Gtl,Pridonskoy,Norm,1Fam,1Story,7,6,1973,1973,CompShg,HdBoard,HdBoard,BrkFace,29.729,TA,TA,CBlock,TA,TA,No,ALQ,30.2864,115.3855,GasA,Fa,Y,SBrkr,115.3855,0.0,0.0,115.3855,1,1,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,49.0528,TA,TA,Y,0.0,0.0,0.0,,,9,2007,WD,4484025.0
457,house_2floor,10.3632,424.6596,Pave,Reg,Lvl,AllPub,Inside,Gtl,Chigovka,Norm,1Fam,2Story,5,5,1916,1950,CompShg,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,57.9715,57.9715,GasA,Fa,N,SBrkr,57.9715,66.8902,0.0,124.8616,1,0,4,1,TA,7,Typ,0,,Detchd,Unf,3,47.6592,Fa,Fa,Y,0.0,8.9187,0.0,,,5,2008,COD,2437260.0
458,house_1floor,,4944.948,Pave,IR1,Low,AllPub,CulDSac,Mod,Korolenko,Norm,1Fam,1Story,4,6,1954,1994,Tar&Grv,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,23.0399,126.7197,GasA,Ex,Y,SBrkr,154.4977,0.0,0.0,154.4977,1,0,2,1,Gd,6,Min1,2,Gd,Attchd,Fin,2,49.1457,TA,TA,Y,12.7277,0.0,0.0,,,3,2008,WD,6366720.0
459,house_2floor,,473.8053,Pave,Reg,Lvl,AllPub,Inside,Gtl,Chigovka,Norm,1Fam,2Story,8,7,1925,1996,CompShg,Stucco,Wd Shng,,0.0,TA,Gd,PConc,TA,TA,No,Unf,54.627,54.627,GasA,Fa,Y,SBrkr,77.3882,77.3882,0.0,154.7764,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1,21.1819,TA,TA,Y,5.8529,0.0,0.0,,MnPrv,6,2008,WD,4004070.0
460,house_1floor_attic,,651.7145,Pave,IR1,Bnk,AllPub,Corner,Gtl,Olimpysky,Norm,1Fam,1.5Fin,5,4,1950,1950,CompShg,MetalSd,MetalSd,BrkCmn,14.9574,TA,TA,CBlock,TA,TA,No,LwQ,48.6812,65.8682,GasA,TA,Y,SBrkr,90.952,20.8103,0.0,111.7623,1,0,3,1,Gd,5,Typ,1,TA,Detchd,Unf,1,32.7019,TA,TA,Y,0.0,23.0399,0.0,,,7,2009,WD,3489200.0
461,house_2floor,22.86,743.5956,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somovo,RRAn,1Fam,2Story,8,5,2009,2009,CompShg,VinylSd,VinylSd,Stone,10.2193,Gd,TA,PConc,Gd,TA,No,GLQ,26.7561,77.2953,GasA,Ex,Y,SBrkr,77.2953,102.472,0.0,179.7673,2,1,3,1,TA,8,Typ,0,,BuiltIn,Fin,2,51.2825,TA,TA,Y,13.9354,0.0,0.0,,,12,2009,New,8356158.2
462,house_2floor,18.288,668.9016,Pave,Reg,Lvl,AllPub,Inside,Gtl,Lomonosova,Feedr,1Fam,2Story,7,9,1936,2007,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,0.0,52.0257,GasA,Ex,Y,SBrkr,53.4192,52.0257,0.0,105.4449,1,0,3,1,Gd,6,Typ,0,,Detchd,RFn,2,53.5121,TA,TA,Y,0.0,0.0,0.0,,MnPrv,4,2009,WD,4916600.0
463,house_1floor,18.288,769.3297,Pave,IR1,Lvl,AllPub,Inside,Gtl,Naberegnay,Norm,1Fam,1Story,5,5,1965,1965,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,0.0,80.2682,GasA,Gd,Y,SBrkr,80.2682,0.0,0.0,80.2682,1,0,3,1,TA,5,Typ,1,Po,Detchd,Unf,1,33.4451,TA,TA,Y,0.0,21.9251,0.0,,GdWo,12,2009,WD,1978788.76
464,house_2floor,22.5552,1113.7212,Pave,IR1,HLS,AllPub,Inside,Mod,Leskovo,Norm,1Fam,2Story,6,7,1934,1995,CompShg,Stucco,Stucco,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,36.1393,66.4256,GasA,Fa,Y,FuseA,78.8746,75.3443,0.0,154.219,1,1,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1,22.2967,TA,TA,Y,0.0,0.0,0.0,,,8,2008,WD,4692969.0
465,house_1floor,18.288,783.1723,Pave,Reg,HLS,AllPub,Inside,Mod,Koltsovo,Norm,1Fam,1Story,5,5,1978,1978,CompShg,HdBoard,HdBoard,BrkFace,12.6348,TA,TA,CBlock,Gd,TA,No,Rec,39.3909,96.6191,GasA,TA,Y,SBrkr,96.6191,0.0,0.0,96.6191,2,0,3,1,TA,5,Typ,0,,,,0,0.0,,,Y,0.0,0.0,0.0,,,8,2009,WD,3933280.0
466,cottage_settlem,,285.398,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gardarika,Norm,TwnhsE,1Story,7,5,2004,2004,CompShg,VinylSd,VinylSd,BrkFace,1.6723,Gd,TA,PConc,Gd,TA,No,Unf,127.7416,127.7416,GasA,Ex,Y,SBrkr,131.3648,0.0,0.0,131.3648,2,0,2,1,Gd,6,Typ,1,TA,Attchd,Fin,2,36.9754,TA,TA,Y,1.8581,0.0,0.0,,,5,2006,WD,4858153.2
467,house_1floor,25.908,987.3731,Pave,Reg,Lvl,AllPub,Inside,Gtl,Alpika,Norm,1Fam,1Story,7,5,1970,1970,Tar&Grv,Plywood,Plywood,,0.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,46.3586,118.6371,GasA,TA,Y,SBrkr,118.6371,0.0,0.0,118.6371,1,0,2,1,TA,5,Typ,1,Po,Attchd,Unf,2,48.867,TA,TA,Y,0.0,0.0,0.0,,GdWo,4,2007,WD,4266850.0
468,house_2floor,24.0792,880.7204,Pave,Reg,Lvl,AllPub,Inside,Gtl,Alpika,Artery,1Fam,2Story,5,7,1942,1995,CompShg,MetalSd,MetalSd,Stone,20.8103,TA,TA,CBlock,TA,TA,No,LwQ,31.7728,67.6334,GasA,Ex,Y,SBrkr,82.4979,70.2347,0.0,152.7325,1,1,3,1,Gd,7,Typ,2,Gd,Attchd,Unf,1,28.9857,TA,TA,Y,0.0,0.0,0.0,,,6,2007,WD,3743075.0
469,house_1floor,29.8704,1061.6955,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gardarika,Norm,1Fam,1Story,8,5,2006,2006,CompShg,VinylSd,VinylSd,Stone,23.0399,Gd,TA,PConc,Gd,TA,No,Unf,151.0603,151.0603,GasA,Ex,Y,SBrkr,151.8035,0.0,0.0,151.8035,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,80.454,TA,TA,Y,4.0877,0.0,0.0,,,5,2007,WD,6387500.0
470,house_2floor,23.1648,863.1618,Pave,IR1,Lvl,AllPub,Corner,Gtl,Daryino,RRNe,1Fam,2Story,6,5,1993,1993,CompShg,HdBoard,HdBoard,BrkFace,11.1484,Gd,TA,PConc,Gd,TA,No,GLQ,37.7186,77.2953,GasA,Ex,Y,SBrkr,77.2953,81.5688,0.0,158.8641,2,1,3,1,Gd,7,Typ,0,,Attchd,RFn,2,47.0089,TA,TA,Y,6.5032,0.0,0.0,,,6,2008,WD,4650690.0
471,cottage_settlem,,633.5985,Pave,IR1,Lvl,AllPub,Corner,Gtl,Parus,Norm,TwnhsE,1Story,8,5,1985,1985,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,0.0,138.2397,GasA,TA,Y,SBrkr,139.5403,0.0,0.0,139.5403,1,1,1,1,Gd,4,Typ,0,,Attchd,RFn,2,49.0528,TA,TA,Y,5.0168,0.0,0.0,,,6,2010,WD,6438440.0
472,house_2floor,28.0416,1110.3767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Pridonskoy,PosA,1Fam,2Story,7,6,1977,1977,WdShake,WdShing,Plywood,,0.0,TA,TA,CBlock,Gd,TA,No,Unf,75.0656,75.0656,GasA,TA,Y,SBrkr,107.8604,75.0656,0.0,182.926,2,1,3,1,TA,8,Typ,1,Gd,Attchd,RFn,2,49.6102,TA,TA,Y,0.0,0.0,0.0,,,11,2007,WD,4854500.0
473,multi_level house,10.668,341.4185,Pave,Reg,Lvl,AllPub,Inside,Gtl,Pervozvanny,Norm,TwnhsE,SLvl,6,5,2005,2005,CompShg,VinylSd,VinylSd,BrkFace,7.4322,TA,TA,PConc,Gd,TA,Gd,GLQ,8.1755,50.8179,GasA,Ex,Y,SBrkr,99.592,0.0,0.0,99.592,1,0,2,1,TA,5,Typ,0,,Basment,RFn,2,48.7741,TA,TA,Y,2.6013,0.0,0.0,,,6,2008,WD,3680760.0
474,house_1floor,33.528,1391.4082,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gardarika,Norm,1Fam,1Story,8,5,2006,2007,CompShg,VinylSd,VinylSd,BrkFace,28.2425,Gd,TA,PConc,Ex,TA,Gd,GLQ,58.1573,183.5763,GasA,Ex,Y,SBrkr,183.5763,0.0,0.0,183.5763,2,0,2,1,Gd,7,Typ,1,Ex,Attchd,RFn,3,84.3559,TA,TA,Y,5.8529,0.0,0.0,,,7,2007,New,11242000.0
475,cottage_settlem,12.4968,495.173,Pave,Reg,Lvl,AllPub,Inside,Gtl,Parus,Norm,TwnhsE,1Story,8,5,2000,2000,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,27.6851,138.7971,GasA,Ex,Y,SBrkr,153.4758,0.0,0.0,153.4758,2,0,2,1,Ex,6,Typ,0,,Attchd,RFn,2,46.3586,TA,TA,Y,4.4593,0.0,0.0,,,8,2007,WD,6413050.0
476,house_1floor,24.384,787.8174,Pave,Reg,Lvl,AllPub,Corner,Gtl,Naberegnay,Norm,1Fam,1Story,5,6,1963,1963,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,31.587,90.1159,GasA,TA,Y,SBrkr,90.1159,0.0,0.0,90.1159,1,0,2,1,TA,5,Typ,0,,Detchd,Unf,2,57.9715,TA,TA,Y,2.2297,0.0,0.0,,,7,2007,WD,3385375.0
477,house_1floor,22.86,1219.3519,Pave,Reg,Lvl,AllPub,Inside,Mod,Koltsovo,Norm,1Fam,1Story,6,5,1997,1998,CompShg,VinylSd,VinylSd,BrkFace,19.9741,TA,TA,PConc,Gd,TA,Gd,GLQ,44.9651,137.3106,GasA,Ex,Y,SBrkr,138.7042,0.0,0.0,138.7042,2,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,47.1947,TA,TA,Y,3.6232,0.0,0.0,,,4,2008,WD,5195343.0
478,house_2floor,32.004,1272.1208,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gardarika,Norm,1Fam,2Story,9,5,2006,2006,CompShg,VinylSd,VinylSd,BrkFace,71.7211,Ex,TA,PConc,Gd,TA,Av,Unf,200.0202,200.0202,GasA,Ex,Y,SBrkr,192.2163,53.3263,0.0,245.5426,2,1,3,1,Ex,9,Typ,1,Gd,BuiltIn,Fin,3,64.4747,TA,TA,Y,7.8039,0.0,0.0,,,3,2007,WD,9709000.0
479,house_1floor,24.0792,988.2092,Pave,Reg,Lvl,AllPub,Inside,Gtl,Koltsovo,Norm,1Fam,1Story,8,5,2007,2008,CompShg,VinylSd,VinylSd,Stone,31.2154,Gd,TA,PConc,Ex,TA,Gd,GLQ,38.7406,158.3996,GasA,Ex,Y,SBrkr,159.6074,0.0,0.0,159.6074,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,76.7379,TA,TA,Y,4.0877,0.0,0.0,,,9,2009,WD,9420840.0
480,house_1floor,15.24,550.4503,Pave,Reg,Bnk,AllPub,Inside,Gtl,Chigovka,Norm,1Fam,1Story,4,7,1937,2000,CompShg,Stucco,Stucco,BrkCmn,40.4128,TA,TA,BrkTil,Fa,TA,No,Rec,68.6553,84.263,GasA,TA,Y,SBrkr,105.0733,0.0,0.0,105.0733,1,0,2,1,TA,7,Typ,0,,Detchd,Unf,2,62.4308,TA,TA,Y,6.689,0.0,0.0,,MnPrv,3,2007,WD,2285984.05
